Customer ID;Age;Gender;Location;Subscription Status;Previous Purchases;Preferred Payment Method;Frequency of Purchases
7745;27;Female;Illinois;No;28;Venmo;Monthly
4755;38;Female;Idaho;No;99999;Bank Transfer;Quarterly
4249;58;Female;North Carolina;No;11;Venmo;Weekly
2089;31;Female;Washington;No;46;PayPal;Weekly
1482;28;Female;West Virginia;No;15;Credit Card;Weekly
2009;28;Female;Maine;No;15;Cash;Monthly
4760;32;Female;Kentucky;No;34;Venmo;Weekly
1382;61;Female;Massachusetts;No;13;Cash;Monthly
1030;38;Female;Pennsylvania;No;27;PayPal;Monthly
4219;54;Female;Hawaii;No;37;Bank Transfer;Weekly
3999;29;Female;Virginia;No;37;Credit Card;Monthly
8153;50;Female;New York;No;4;Venmo;Every 3 Months
2038;32;Female;Delaware;No;1;Credit Card;Every 3 Months
1315;38;Female;Hawaii;No;29;Bank Transfer;Quarterly
3551;52;Female;Nebraska;No;50;Venmo;Annually
9079;61;Female;Vermont;No;38;Debit Card;Bi-Weekly
3590;25;Female;Iowa;No;15;PayPal;Annually
9903;22;Female;Iowa;No;44;Debit Card;Every 3 Months
9567;47;Female;Arkansas;No;14;Cash;Weekly
8461;50;Female;Alabama;No;5;Debit Card;Monthly
9636;45;Female;Maryland;No;11;Credit Card;Annually
9082;33;Female;South Dakota;No;15;Credit Card;Annually
6135;42;Female;Vermont;No;46;Credit Card;Annually
1104;52;Female;Montana;No;30;Venmo;Monthly
7210;69;Female;South Dakota;No;2;Cash;Annually
5771;55;Female;Ohio;No;28;PayPal;Monthly
7536;38;Female;Texas;No;9;PayPal;Quarterly
8214;57;Female;Indiana;No;47;Credit Card;Weekly
8038;33;Female;New Hampshire;No;99999;Debit Card;Bi-Weekly
2859;57;Female;California;No;42;Credit Card;Every 3 Months
8872;52;Female;Maine;No;28;Credit Card;Weekly
5775;44;Female;Ohio;No;13;Venmo;Fortnightly
6767;48;Female;Delaware;No;25;PayPal;Fortnightly
3149;52;Female;Oklahoma;No;38;Debit Card;Every 3 Months
9201;34;Female;Indiana;No;99999;Venmo;Annually
8111;26;Female;South Carolina;No;25;Cash;Every 3 Months
3582;36;Female;Vermont;No;20;Cash;Every 3 Months
2509;24;Female;Kansas;No;44;Credit Card;Bi-Weekly
3027;30;Female;Utah;No;9;PayPal;Every 3 Months
5792;31;Female;New York;No;11;Venmo;Every 3 Months
3729;25;Female;Indiana;No;3;Bank Transfer;Fortnightly
1975;57;Female;Tennessee;No;34;Credit Card;Weekly
3426;61;Female;Georgia;No;48;Cash;Every 3 Months
8941;30;Female;Nebraska;No;28;Cash;Fortnightly
1031;38;Female;Washington;No;20;Venmo;Annually
5042;53;Female;Idaho;No;49;Bank Transfer;Fortnightly
4454;31;Female;Louisiana;No;99999;PayPal;Weekly
3481;70;Female;New Jersey;No;9;Bank Transfer;Monthly
8382;21;Female;Delaware;No;37;Venmo;Annually
7187;33;Female;Wisconsin;No;4;Credit Card;Weekly
4959;60;Female;West Virginia;No;1;Credit Card;Quarterly
8770;45;Female;Texas;No;36;Debit Card;Bi-Weekly
7192;46;Female;Hawaii;No;21;Cash;Bi-Weekly
2617;62;Female;Arizona;No;16;Credit Card;Monthly
8752;63;Female;Louisiana;No;42;Cash;Monthly
1499;69;Female;Nevada;No;31;Debit Card;Monthly
7431;46;Female;Rhode Island;No;6;Credit Card;Weekly
3296;69;Female;Illinois;No;24;Venmo;Monthly
9592;66;Female;Utah;No;7;PayPal;Bi-Weekly
5071;41;Female;North Dakota;No;25;Venmo;Weekly
7656;32;Female;Kansas;No;18;Cash;Bi-Weekly
4749;69;Female;Nevada;No;14;Bank Transfer;Quarterly
4248;29;Female;Virginia;No;42;Debit Card;Bi-Weekly
9581;70;Female;Utah;No;6;Venmo;Every 3 Months
2512;41;Female;Idaho;No;14;Venmo;Every 3 Months
3674;31;Female;Alaska;No;30;Debit Card;Quarterly
9712;31;Female;New Hampshire;No;10;Cash;Monthly
7211;57;Female;Ohio;No;7;PayPal;Weekly
9172;29;Female;Montana;No;28;Credit Card;Quarterly
8644;70;Female;Louisiana;No;19;Bank Transfer;Quarterly
1789;51;Female;Oregon;No;13;Credit Card;Every 3 Months
2624;45;Female;Arizona;No;23;Venmo;Fortnightly
9714;18;Female;Alaska;No;5;Venmo;Weekly
9990;37;Female;Utah;No;17;Venmo;Bi-Weekly
7836;23;Female;New York;No;31;Venmo;Weekly
6181;39;Female;New Mexico;No;19;PayPal;Weekly
3052;62;Female;Louisiana;No;8;Venmo;Fortnightly
2405;70;Female;Ohio;No;15;Credit Card;Annually
9293;20;Female;Nevada;No;18;Credit Card;Every 3 Months
2953;42;Female;Idaho;No;16;PayPal;Annually
1410;41;Female;Arizona;No;13;Cash;Monthly
2289;24;Female;Utah;No;38;PayPal;Every 3 Months
2798;37;Female;Wyoming;No;27;Bank Transfer;Bi-Weekly
8666;30;Female;Indiana;No;31;Bank Transfer;Quarterly
5636;58;Female;Wisconsin;No;24;Cash;Bi-Weekly
3641;43;Female;Texas;No;21;Debit Card;Bi-Weekly
7345;19;Female;Utah;No;15;PayPal;Annually
8804;23;Female;Arkansas;No;48;Venmo;Every 3 Months
3398;65;Female;Pennsylvania;No;47;Cash;Quarterly
1989;58;Female;Georgia;No;23;PayPal;Weekly
4698;50;Female;Indiana;No;99999;PayPal;Quarterly
5520;67;Female;Idaho;No;47;Credit Card;Every 3 Months
2928;40;Female;Montana;No;7;PayPal;Monthly
4820;55;Female;Tennessee;No;6;Credit Card;Annually
5567;52;Female;West Virginia;No;47;Credit Card;Quarterly
7010;62;Female;California;No;7;PayPal;Every 3 Months
4699;64;Female;Georgia;No;1;Debit Card;Quarterly
8069;43;Female;Maryland;No;23;Credit Card;Weekly
3764;61;Female;Idaho;No;30;Credit Card;Monthly
8842;26;Female;California;No;24;Credit Card;Quarterly
7457;22;Female;Alabama;No;9;PayPal;Weekly
4100;51;Female;Utah;No;25;Credit Card;Quarterly
5031;69;Female;Kentucky;No;18;Cash;Bi-Weekly
4694;50;Female;Vermont;No;7;Venmo;Fortnightly
9664;51;Female;Iowa;No;2;Cash;Annually
6899;56;Female;Georgia;No;36;Debit Card;Annually
6988;59;Female;Alabama;No;31;PayPal;Bi-Weekly
1771;18;Female;Nebraska;No;10;Cash;Fortnightly
8233;48;Female;Rhode Island;No;27;PayPal;Monthly
9381;53;Female;South Dakota;No;14;PayPal;Every 3 Months
8037;45;Female;Illinois;No;17;Credit Card;Monthly
2590;21;Female;North Carolina;No;10;Bank Transfer;Quarterly
8204;42;Female;Florida;No;4;PayPal;Bi-Weekly
9556;60;Female;Pennsylvania;No;25;Cash;Every 3 Months
7334;21;Female;Vermont;No;3;PayPal;Bi-Weekly
5749;69;Female;Colorado;No;47;Venmo;Fortnightly
6594;40;Female;Utah;No;41;Bank Transfer;Bi-Weekly
5143;31;Female;Kentucky;No;28;Venmo;Every 3 Months
9321;44;Female;Wyoming;No;49;Debit Card;Every 3 Months
4310;48;Female;Maine;No;7;Bank Transfer;Fortnightly
7864;32;Female;Maine;No;22;Bank Transfer;Monthly
3815;42;Female;New Hampshire;No;34;Venmo;Monthly
4023;27;Female;Kansas;No;5;Debit Card;Bi-Weekly
8498;69;Female;New Jersey;No;15;Cash;Bi-Weekly
1921;67;Female;North Carolina;No;26;Bank Transfer;Weekly
2661;41;Female;West Virginia;No;3;Bank Transfer;Fortnightly
9705;46;Female;Kentucky;No;42;Credit Card;Quarterly
8129;47;Female;California;No;1;Venmo;Monthly
4108;33;Female;South Dakota;No;20;PayPal;Every 3 Months
4263;51;Female;California;No;99999;PayPal;Monthly
6407;26;Female;Connecticut;No;24;Credit Card;Fortnightly
5344;22;Female;Idaho;No;49;Bank Transfer;Quarterly
2709;49;Female;North Dakota;No;7;Venmo;Bi-Weekly
2771;58;Female;Michigan;No;13;Venmo;Every 3 Months
3300;70;Female;Missouri;No;2;Cash;Weekly
4281;32;Female;California;No;4;Debit Card;Weekly
2958;62;Female;Delaware;No;17;Debit Card;Quarterly
1333;52;Female;Alabama;No;43;PayPal;Bi-Weekly
9737;23;Female;New Hampshire;No;6;PayPal;Monthly
4670;26;Female;New York;No;46;PayPal;Quarterly
2967;58;Female;Oregon;No;7;Debit Card;Bi-Weekly
6176;26;Female;Massachusetts;No;34;Debit Card;Fortnightly
2682;54;Female;Utah;No;21;PayPal;Every 3 Months
2913;66;Female;New Hampshire;No;13;Venmo;Bi-Weekly
9992;60;Female;Illinois;No;33;Debit Card;Bi-Weekly
3930;32;Female;Alaska;No;24;Bank Transfer;Bi-Weekly
8354;48;Female;Wyoming;No;4;Bank Transfer;Annually
3530;69;Female;Colorado;No;5;Cash;Bi-Weekly
3557;64;Female;Vermont;No;11;Credit Card;Weekly
6550;56;Female;Utah;No;20;Bank Transfer;Annually
3287;22;Female;Illinois;No;28;PayPal;Quarterly
1905;46;Female;Idaho;No;43;PayPal;Monthly
4448;24;Female;Nevada;No;10;Venmo;Every 3 Months
2201;47;Female;Utah;No;26;Venmo;Every 3 Months
9225;62;Female;North Carolina;No;29;Bank Transfer;Monthly
1259;34;Female;Arkansas;No;35;Bank Transfer;Quarterly
4906;50;Female;North Carolina;No;23;Cash;Bi-Weekly
5779;29;Female;Texas;No;15;Bank Transfer;Quarterly
1442;68;Female;Nevada;No;99999;Credit Card;Annually
1795;52;Female;Utah;No;14;Bank Transfer;Bi-Weekly
6351;29;Female;Pennsylvania;No;17;Cash;Every 3 Months
3311;22;Female;Georgia;No;9;Cash;Weekly
8415;62;Female;Minnesota;No;13;Venmo;Fortnightly
6369;69;Female;Kansas;No;99999;Bank Transfer;Monthly
2374;48;Female;Delaware;No;39;Bank Transfer;Quarterly
5540;66;Female;New Mexico;No;50;Bank Transfer;Quarterly
7253;42;Female;Michigan;No;21;Bank Transfer;Bi-Weekly
5102;50;Female;Vermont;No;3;Bank Transfer;Weekly
7227;32;Female;Idaho;No;9;PayPal;Fortnightly
7611;51;Female;South Dakota;No;29;Cash;Bi-Weekly
6077;27;Female;Illinois;No;42;Bank Transfer;Weekly
6691;43;Female;Georgia;No;41;Debit Card;Fortnightly
1320;48;Female;Oregon;No;17;Debit Card;Monthly
7024;62;Female;Alabama;No;20;PayPal;Annually
6151;65;Female;Hawaii;No;99999;Credit Card;Bi-Weekly
8665;50;Female;Oregon;No;7;PayPal;Monthly
5021;60;Female;Illinois;No;47;Bank Transfer;Fortnightly
3023;19;Female;Texas;No;2;Bank Transfer;Bi-Weekly
6855;21;Female;Kansas;No;25;Debit Card;Quarterly
3278;19;Female;Texas;No;26;Venmo;Annually
7020;46;Female;Nebraska;No;2;Debit Card;Weekly
5542;21;Female;Arkansas;No;45;Venmo;Bi-Weekly
5548;26;Female;South Dakota;No;9;Bank Transfer;Bi-Weekly
8736;50;Female;Montana;No;1;Venmo;Weekly
9987;43;Female;Florida;No;4;PayPal;Bi-Weekly
7130;61;Female;Virginia;No;31;Debit Card;Quarterly
7835;63;Female;Louisiana;No;21;Credit Card;Every 3 Months
6189;46;Female;Louisiana;No;32;Debit Card;Fortnightly
8335;63;Female;Louisiana;No;16;Venmo;Weekly
8185;23;Female;Georgia;No;34;Credit Card;Fortnightly
6024;57;Female;Iowa;No;40;Venmo;Bi-Weekly
5529;57;Female;California;No;4;Cash;Every 3 Months
7488;33;Female;Oregon;No;3;Cash;Quarterly
5640;57;Female;Maine;No;28;Bank Transfer;Bi-Weekly
2580;55;Female;Louisiana;No;43;Credit Card;Every 3 Months
8444;65;Female;Arkansas;No;20;Cash;Annually
7043;60;Female;Maryland;No;40;Venmo;Every 3 Months
9658;52;Female;Vermont;No;34;Venmo;Every 3 Months
6223;34;Female;North Dakota;No;11;Bank Transfer;Every 3 Months
7466;33;Female;Michigan;No;26;Cash;Quarterly
9641;58;Female;Arkansas;No;29;Cash;Bi-Weekly
4320;35;Female;Kentucky;No;47;Bank Transfer;Weekly
7072;68;Female;Indiana;No;48;Venmo;Fortnightly
2231;58;Female;Minnesota;No;29;Cash;Bi-Weekly
2739;34;Female;Louisiana;No;14;Bank Transfer;Monthly
1828;47;Female;Kentucky;No;40;Cash;Every 3 Months
3492;35;Female;Georgia;No;4;Venmo;Weekly
4148;34;Female;Alaska;No;37;Bank Transfer;Weekly
3450;36;Female;Mississippi;No;47;Credit Card;Bi-Weekly
1957;23;Female;Kansas;No;1;Venmo;Quarterly
2454;68;Female;Arizona;No;26;Cash;Quarterly
9093;23;Female;Maine;No;12;Debit Card;Quarterly
2785;57;Female;Texas;No;16;PayPal;Fortnightly
3318;21;Female;Virginia;No;19;PayPal;Annually
6250;45;Female;North Dakota;No;21;Credit Card;Weekly
3474;37;Female;West Virginia;No;15;Venmo;Weekly
3024;18;Female;North Carolina;No;9;Venmo;Annually
3468;55;Female;Georgia;No;7;Bank Transfer;Bi-Weekly
1872;52;Female;New Mexico;No;47;Bank Transfer;Quarterly
4476;49;Female;North Carolina;No;17;PayPal;Monthly
4093;56;Female;Alabama;No;46;Venmo;Fortnightly
3798;27;Female;Connecticut;No;32;Cash;Quarterly
1035;22;Female;Montana;No;34;Cash;Annually
7624;18;Female;Montana;No;18;Cash;Monthly
3205;21;Female;Maine;No;5;Debit Card;Fortnightly
9710;30;Female;Mississippi;No;44;Credit Card;Monthly
6841;62;Female;Louisiana;No;4;Bank Transfer;Quarterly
6468;28;Female;Nebraska;No;37;Cash;Fortnightly
6501;66;Female;Massachusetts;No;43;Cash;Monthly
4614;66;Female;Wisconsin;No;28;Bank Transfer;Quarterly
9085;49;Female;Nebraska;No;36;Cash;Monthly
2716;40;Female;Arizona;No;16;Credit Card;Annually
1068;49;Female;Hawaii;No;38;Bank Transfer;Every 3 Months
2108;19;Female;Georgia;No;37;Bank Transfer;Fortnightly
1847;24;Female;Oregon;No;9;Cash;Bi-Weekly
6729;31;Female;Montana;No;14;PayPal;Fortnightly
7082;35;Female;Georgia;No;3;Venmo;Weekly
2378;65;Female;Rhode Island;No;10;Credit Card;Fortnightly
8460;68;Female;Tennessee;No;26;Bank Transfer;Bi-Weekly
1346;57;Female;Missouri;No;30;Debit Card;Bi-Weekly
2015;69;Female;Washington;No;32;PayPal;Fortnightly
2613;45;Female;Oklahoma;No;35;PayPal;Monthly
4021;35;Female;Connecticut;No;26;Debit Card;Every 3 Months
9487;36;Female;Arkansas;No;39;Credit Card;Monthly
6016;55;Female;Missouri;No;31;Credit Card;Monthly
4666;66;Female;Washington;No;28;Credit Card;Annually
7936;57;Female;Idaho;No;12;Debit Card;Bi-Weekly
3911;18;Female;Montana;No;46;PayPal;Weekly
9159;31;Female;Montana;No;27;PayPal;Every 3 Months
7084;50;Female;Georgia;No;4;Credit Card;Annually
3196;50;Female;Mississippi;No;14;Cash;Every 3 Months
5335;61;Female;Hawaii;No;30;Venmo;Quarterly
4564;52;Female;Ohio;No;6;PayPal;Annually
7409;38;Female;Virginia;No;43;Venmo;Annually
9818;67;Female;Texas;No;28;Debit Card;Weekly
7883;42;Female;Vermont;No;39;Bank Transfer;Monthly
6009;25;Female;Kansas;No;30;PayPal;Bi-Weekly
2719;41;Female;California;No;5;Credit Card;Fortnightly
8254;62;Female;Mississippi;No;42;Credit Card;Every 3 Months
6360;19;Female;Iowa;No;20;Cash;Fortnightly
3981;63;Female;Virginia;No;35;Credit Card;Fortnightly
5555;43;Female;Maryland;No;10;Credit Card;Bi-Weekly
7102;68;Female;Missouri;No;36;Credit Card;Quarterly
4834;24;Female;Wisconsin;No;21;Debit Card;Fortnightly
8910;27;Female;Maine;No;29;Credit Card;Every 3 Months
3261;61;Female;Pennsylvania;No;39;Debit Card;Weekly
3030;59;Female;Maine;No;16;PayPal;Monthly
2799;67;Female;Missouri;No;32;Credit Card;Monthly
9834;46;Female;Vermont;No;99999;Cash;Monthly
6355;65;Female;Wisconsin;No;38;Venmo;Annually
6545;63;Female;New Jersey;No;14;Venmo;Annually
8221;57;Female;New Mexico;No;23;Debit Card;Bi-Weekly
9447;40;Female;Colorado;No;50;Bank Transfer;Every 3 Months
4529;36;Female;California;No;49;PayPal;Monthly
7449;67;Female;Arizona;No;14;PayPal;Annually
5530;61;Female;Indiana;No;42;PayPal;Weekly
7465;64;Female;Arkansas;No;99999;Debit Card;Annually
4386;30;Female;Nevada;No;43;Venmo;Bi-Weekly
3918;53;Female;Rhode Island;No;12;Cash;Monthly
3842;27;Female;Wyoming;No;21;Debit Card;Weekly
1570;27;Female;Texas;No;33;Credit Card;Monthly
9785;53;Female;Washington;No;6;Debit Card;Annually
5963;34;Female;Rhode Island;No;10;PayPal;Every 3 Months
6857;39;Female;Illinois;No;18;Cash;Weekly
4345;44;Female;Oregon;No;46;Venmo;Weekly
7065;37;Female;Florida;No;49;PayPal;Monthly
5719;57;Female;Kansas;No;99999;Credit Card;Weekly
6405;38;Female;North Dakota;No;16;Cash;Monthly
3134;21;Female;New Hampshire;No;28;Cash;Annually
2788;45;Female;Texas;No;22;PayPal;Quarterly
1610;68;Female;Montana;No;36;Venmo;Bi-Weekly
4335;37;Female;Delaware;No;18;PayPal;Monthly
3681;53;Female;New Hampshire;No;31;Credit Card;Weekly
2353;57;Female;Minnesota;No;38;Bank Transfer;Fortnightly
7036;28;Female;Alaska;No;42;Debit Card;Quarterly
5162;37;Female;Connecticut;No;99999;PayPal;Annually
7429;54;Female;Connecticut;No;24;Cash;Monthly
3227;49;Female;Kansas;No;38;Debit Card;Annually
9923;62;Female;Nevada;No;9;Credit Card;Annually
5687;45;Female;Massachusetts;No;19;Bank Transfer;Monthly
3601;45;Female;Indiana;No;99999;Debit Card;Bi-Weekly
7724;49;Female;Washington;No;16;Debit Card;Quarterly
9413;27;Female;Kansas;No;18;Venmo;Monthly
4569;63;Female;South Carolina;No;8;Cash;Monthly
4405;61;Female;Vermont;No;4;Cash;Weekly
1219;25;Female;Wyoming;No;37;Cash;Quarterly
5300;33;Female;Colorado;No;30;Cash;Monthly
3384;56;Female;West Virginia;No;37;Bank Transfer;Monthly
8860;50;Female;Connecticut;No;30;PayPal;Quarterly
1707;45;Female;Oregon;No;17;Venmo;Weekly
2056;45;Female;Idaho;No;99999;Bank Transfer;Every 3 Months
4513;65;Female;Arkansas;No;42;Credit Card;Annually
5222;63;Female;Kansas;No;20;Cash;Weekly
3581;70;Female;Michigan;No;37;Cash;Monthly
2963;53;Female;Arkansas;No;12;PayPal;Fortnightly
8952;22;Female;Pennsylvania;No;41;Bank Transfer;Quarterly
3160;26;Female;Virginia;No;32;Credit Card;Quarterly
9089;23;Female;Minnesota;No;15;Venmo;Weekly
2407;25;Female;Nevada;No;39;Venmo;Quarterly
7539;69;Female;Montana;No;48;Credit Card;Fortnightly
5391;36;Female;Nebraska;No;8;Venmo;Fortnightly
6734;21;Female;Indiana;No;11;Bank Transfer;Every 3 Months
7191;57;Female;New Jersey;No;36;Bank Transfer;Monthly
5018;60;Female;Wisconsin;No;50;Venmo;Every 3 Months
4864;44;Female;Minnesota;No;39;Venmo;Every 3 Months
6656;31;Female;New Jersey;No;11;Credit Card;Bi-Weekly
3142;57;Female;Oklahoma;No;5;Debit Card;Every 3 Months
8553;39;Female;Wisconsin;No;7;Credit Card;Annually
1261;48;Female;Rhode Island;No;50;Debit Card;Weekly
6742;42;Female;Indiana;No;21;Cash;Every 3 Months
9701;56;Female;Vermont;No;31;Debit Card;Fortnightly
1891;28;Female;Maine;No;39;Cash;Bi-Weekly
9213;40;Female;Alabama;No;28;Credit Card;Fortnightly
7937;49;Female;Alabama;No;33;Bank Transfer;Weekly
3325;37;Female;Idaho;No;42;Credit Card;Quarterly
1517;22;Female;Arkansas;No;5;Bank Transfer;Every 3 Months
2813;27;Female;Ohio;No;25;Cash;Monthly
2082;59;Female;Illinois;No;48;PayPal;Annually
1013;35;Female;Nevada;No;30;Credit Card;Weekly
6659;58;Female;Texas;No;34;PayPal;Quarterly
2051;58;Female;Nevada;No;34;PayPal;Every 3 Months
1856;46;Female;Oklahoma;No;14;Cash;Fortnightly
5486;43;Female;Alabama;No;2;Debit Card;Weekly
1137;39;Female;South Dakota;No;41;PayPal;Every 3 Months
2440;59;Female;Texas;No;3;Credit Card;Monthly
3673;59;Female;Montana;No;18;Bank Transfer;Weekly
6317;59;Female;Wyoming;No;1;Debit Card;Fortnightly
8808;45;Female;New York;No;5;PayPal;Monthly
5048;27;Female;Oregon;No;41;Bank Transfer;Annually
2831;24;Female;California;No;5;Credit Card;Monthly
2527;47;Female;North Carolina;No;99999;Debit Card;Every 3 Months
6124;70;Female;Kentucky;No;20;Venmo;Annually
8351;58;Female;Hawaii;No;11;Cash;Weekly
3853;45;Female;Illinois;No;4;Venmo;Fortnightly
6241;24;Female;West Virginia;No;38;Credit Card;Weekly
1664;67;Female;South Carolina;No;19;Credit Card;Bi-Weekly
3666;31;Female;Montana;No;16;Venmo;Every 3 Months
3359;52;Female;North Dakota;No;2;PayPal;Monthly
1541;29;Female;New Mexico;No;11;Cash;Monthly
3830;62;Female;Missouri;No;18;Bank Transfer;Fortnightly
4269;19;Female;West Virginia;No;47;Credit Card;Fortnightly
3313;62;Female;South Carolina;No;15;Bank Transfer;Bi-Weekly
8840;70;Female;West Virginia;No;15;Cash;Weekly
7563;20;Female;Alaska;No;47;Venmo;Quarterly
7018;67;Female;West Virginia;No;47;PayPal;Monthly
6106;65;Female;New Mexico;No;6;Bank Transfer;Every 3 Months
6252;45;Female;South Dakota;No;18;Venmo;Monthly
4216;26;Female;Oklahoma;No;40;Bank Transfer;Bi-Weekly
4378;36;Female;Oklahoma;No;31;Credit Card;Fortnightly
3020;36;Female;Alabama;No;31;Venmo;Bi-Weekly
1036;20;Female;Mississippi;No;4;Credit Card;Fortnightly
9856;30;Female;Mississippi;No;36;Bank Transfer;Every 3 Months
3882;34;Female;Nebraska;No;31;PayPal;Bi-Weekly
4365;63;Female;Colorado;No;6;Venmo;Fortnightly
2027;18;Female;Pennsylvania;No;1;Cash;Monthly
9124;55;Female;Utah;No;29;Cash;Monthly
9910;48;Female;Massachusetts;No;19;PayPal;Monthly
1950;45;Female;Iowa;No;12;PayPal;Fortnightly
1690;29;Female;Florida;No;18;Bank Transfer;Annually
7023;55;Female;Louisiana;No;99999;Cash;Quarterly
9800;55;Female;Kansas;No;45;Credit Card;Monthly
4426;55;Female;Kansas;No;8;Credit Card;Quarterly
7579;48;Female;Kentucky;No;4;PayPal;Every 3 Months
3917;42;Female;New Mexico;No;5;Debit Card;Fortnightly
8122;21;Female;North Carolina;No;30;Cash;Quarterly
8300;45;Female;North Dakota;No;15;PayPal;Monthly
9101;23;Female;North Dakota;No;17;Credit Card;Every 3 Months
4537;66;Female;Illinois;No;45;Cash;Every 3 Months
9684;32;Female;Maine;No;3;Venmo;Annually
8524;52;Female;Indiana;No;43;PayPal;Weekly
4324;54;Female;North Dakota;No;4;Credit Card;Monthly
4252;37;Female;Missouri;No;41;Venmo;Weekly
7918;29;Female;Alaska;No;16;Venmo;Monthly
2727;47;Female;North Dakota;No;10;Debit Card;Annually
3880;47;Female;Connecticut;No;2;Debit Card;Quarterly
9708;42;Female;Wisconsin;No;11;Cash;Bi-Weekly
9196;34;Female;New Jersey;No;1;Debit Card;Bi-Weekly
9152;38;Female;Missouri;No;41;Bank Transfer;Quarterly
5616;55;Female;California;No;39;PayPal;Quarterly
3243;27;Female;Washington;No;1;PayPal;Bi-Weekly
1457;55;Female;Minnesota;No;3;PayPal;Monthly
6941;66;Female;California;No;21;Credit Card;Annually
1105;44;Female;Texas;No;48;Bank Transfer;Quarterly
7295;39;Female;Montana;No;24;Debit Card;Annually
7617;23;Female;Arizona;No;45;Bank Transfer;Bi-Weekly
8188;29;Female;Minnesota;No;99999;Credit Card;Monthly
2941;20;Female;Nebraska;No;99999;Cash;Fortnightly
3522;42;Female;Virginia;No;47;Credit Card;Fortnightly
7270;55;Female;Connecticut;No;35;Credit Card;Monthly
2998;66;Female;New Jersey;No;45;Credit Card;Weekly
9214;24;Female;Kentucky;No;99999;Cash;Bi-Weekly
8812;62;Female;Washington;No;20;Cash;Annually
5525;28;Female;Florida;No;3;Venmo;Bi-Weekly
7415;30;Female;Oklahoma;No;30;Venmo;Quarterly
5062;22;Female;Iowa;No;28;PayPal;Bi-Weekly
6234;28;Female;New Hampshire;No;15;Cash;Every 3 Months
7019;35;Female;Georgia;No;29;PayPal;Quarterly
5754;45;Female;Mississippi;No;15;Cash;Bi-Weekly
2754;43;Female;New Hampshire;No;18;Bank Transfer;Fortnightly
4233;55;Female;Washington;No;7;Bank Transfer;Bi-Weekly
7551;31;Female;Ohio;No;99999;Credit Card;Every 3 Months
6928;42;Female;Maryland;No;15;PayPal;Weekly
7216;40;Female;Delaware;No;99999;Bank Transfer;Bi-Weekly
7641;39;Female;Tennessee;No;13;PayPal;Bi-Weekly
9264;41;Female;Arkansas;No;99999;Credit Card;Monthly
8133;56;Female;Tennessee;No;26;Cash;Annually
2039;43;Female;New Hampshire;No;29;Debit Card;Monthly
1424;22;Female;Minnesota;No;47;Cash;Every 3 Months
1760;47;Female;Florida;No;47;Credit Card;Bi-Weekly
5818;50;Female;Tennessee;No;48;Venmo;Fortnightly
5312;58;Female;California;No;46;Bank Transfer;Bi-Weekly
4183;50;Female;Oregon;No;7;Credit Card;Monthly
9327;43;Female;Tennessee;No;45;Credit Card;Every 3 Months
4200;38;Female;North Carolina;No;47;Debit Card;Quarterly
3722;44;Female;Tennessee;No;6;Venmo;Fortnightly
5045;30;Female;Nebraska;No;29;Bank Transfer;Every 3 Months
5660;47;Female;Maine;No;42;Cash;Monthly
5936;30;Female;Illinois;No;46;Cash;Fortnightly
7324;49;Female;Colorado;No;28;PayPal;Annually
4952;56;Female;Pennsylvania;No;14;Credit Card;Every 3 Months
1793;70;Female;Minnesota;No;12;Debit Card;Every 3 Months
2742;22;Female;Nevada;No;41;Debit Card;Annually
4890;51;Female;Connecticut;No;8;Credit Card;Annually
7348;22;Female;Ohio;No;99999;Cash;Quarterly
7027;37;Female;Kentucky;No;18;PayPal;Fortnightly
8839;49;Female;Minnesota;No;6;Cash;Quarterly
9776;61;Female;Tennessee;No;40;Cash;Weekly
4251;41;Female;North Dakota;No;6;PayPal;Every 3 Months
1198;57;Female;Minnesota;No;27;Credit Card;Quarterly
7405;34;Female;Nebraska;No;2;Bank Transfer;Weekly
6065;27;Female;Delaware;No;39;Venmo;Bi-Weekly
2892;39;Female;Minnesota;No;9;Venmo;Quarterly
8820;62;Female;Rhode Island;No;16;Credit Card;Every 3 Months
1593;34;Female;Michigan;No;36;Cash;Quarterly
8521;53;Female;New Jersey;No;2;Credit Card;Bi-Weekly
6725;35;Female;South Dakota;No;21;Credit Card;Weekly
9580;38;Female;North Carolina;No;39;Venmo;Annually
1524;32;Female;Oregon;No;38;PayPal;Annually
6388;47;Female;Montana;No;6;Debit Card;Every 3 Months
1421;53;Female;New Jersey;No;6;Venmo;Bi-Weekly
8459;60;Female;Arizona;No;50;Debit Card;Monthly
5044;31;Female;Vermont;No;9;PayPal;Annually
6101;44;Female;Colorado;No;15;Debit Card;Every 3 Months
7219;29;Female;Tennessee;No;5;PayPal;Quarterly
9975;19;Female;New Jersey;No;13;Bank Transfer;Bi-Weekly
2500;54;Female;Montana;No;44;Cash;Fortnightly
6938;40;Female;Montana;No;36;Debit Card;Annually
7868;39;Female;Nevada;No;18;Venmo;Fortnightly
5850;44;Female;Nevada;No;39;Credit Card;Weekly
5298;22;Female;Louisiana;No;11;PayPal;Every 3 Months
3174;30;Female;Illinois;No;1;Cash;Bi-Weekly
4512;69;Female;South Carolina;No;34;Credit Card;Annually
4582;28;Female;Washington;No;47;Bank Transfer;Bi-Weekly
6444;57;Female;Nebraska;No;24;Venmo;Quarterly
7694;46;Female;Alabama;No;20;Cash;Quarterly
